int_no,rue_1,rue_2,street_1,street_2,date_,all_pedest,pi,fi,fli,fri,fti,cli,cri,cti,acc,ln_pi,ln_fi,ln_fli,ln_fri,ln_fti,ln_cli,ln_cri,ln_cti,tot_crossw,number_of_,avg_crossw,tot_road_w,median,green_stra,half_phase,any_ped_pr,ped_countd,lt_protect,lt_restric,lt_prot_re,parking,north_veh,north_ped,east_veh,east_ped,south_veh,south_ped,west_veh,west_ped,total_lane,of_exclusi,any_exclus,commercial,curb_exten,all_red_an,new_half_r,distdt,ln_distdt,traffic_10000,ped_100,borough,X,X.1,node_id,geometry
793,Davidson,Sherbrooke,Davidson,Sherbrooke,17/02/2009,0,1102.02905273438,31438.5703125,2305.78491210938,1753.14172363281,27379.64453125,655057.875,565939.1875,19379332,1,7.00490808486938,10.3557910919189,7.74317598342896,7.46916484832764,10.2175550460815,13.3924789428711,13.246241569519,16.7797183990479,67.9000015258789,4,17,57.7000007629395,0,1,1,1,0,1,1,1,0,2063.61547851562,187.621444702148,12938.4755859375,337.718597412109,2721.81982421875,175.771667480469,13714.66015625,400.917388916016,6,0,0,0,0,0,1,5032.85400390625,8.52374267578125,3.1438570022583,11.0202903747559,Mercier-Hochelaga-Maisonneuve,NA,,3005,"c(300425.09375, 5045117)"
1586,Joliette,Rachel,Joliette,Rachel,30/06/2004,0,3042.853515625,14396.1025390625,979.601501464844,646.335021972656,12770.166015625,714101.3125,550446.3125,7612177,0,8.02055072784424,9.5747127532959,6.88714599609375,6.47131776809692,9.45486736297607,13.4787797927856,13.21848487854,15.8452596664429,65.8000030517578,4,16.5,56.2000007629395,0,0,0,0,0,0,1,1,1,636.236022949219,2403.85424804688,7084.4375,315.696044921875,1136.1357421875,129.321273803711,5539.29296875,193.981918334961,4,0,0,1,0,0,0,5316.291015625,8.57853126525879,1.43961024284363,30.4285354614258,Rosemont-La-Petite-Patrie,NA,,3019,"c(300235.6875, 5045447.5)"
861,Laurier,Saint-Michel,Laurier,Saint-Michel,13/07/2004,0,1440.27172851562,27061.30859375,1605.91101074219,1697.02648925781,23758.37109375,612682.875,550227.3125,20474330,6,7.27258682250977,10.2058601379395,7.38144588470459,7.43663311004639,10.0756902694702,13.3256025314331,13.2180871963501,16.8346824645996,87.5,4,21.8999996185303,63,0,0,0,0,0,0,0,0,1,12414.4892578125,379.448364257812,1736.88952636719,277.446105957031,11309.7138671875,505.931121826172,1600.21630859375,277.446105957031,5,1,1,0,0,0,0,5363.369140625,8.58734798431396,2.70613074302673,14.402717590332,Rosemont-La-Petite-Patrie,NA,,3023,"c(299300.875, 5045587)"
863,Masson,Saint-Michel,Masson,Saint-Michel,15/04/2004,0,13091.443359375,39265.53125,1995.74694824219,3078.09643554688,34191.6875,6791336.5,10503373,244732384,12,9.47971439361572,10.5781021118164,7.59877395629883,8.03206729888916,10.4397382736206,15.7311582565308,16.1672077178955,19.3156757354736,68.1999969482422,4,17.1000003814697,59.7999992370605,0,1,0,1,1,0,0,0,0.5,18368.263671875,5355.4228515625,4683.1416015625,1900.78747558594,12777.00390625,2137.001953125,3437.11987304688,3698.23120117188,6,0,0,0,0,0,0,5454.96484375,8.60428142547607,3.92655301094055,130.914428710938,Rosemont-La-Petite-Patrie,NA,,3032,"c(299088.84375, 5045676.5)"
1408,Mont-Royal,Saint-Michel,Mont-Royal,Saint-Michel,23/04/2008,0,1424.55627441406,20148.66796875,1630.89611816406,1547.63720703125,16970.134765625,633958.375,587526.75,12139364,0,7.26161623001099,9.9108943939209,7.39688491821289,7.34448480606079,9.73921012878418,13.3597393035889,13.2836771011353,16.3119640350342,77,4,19.2999992370605,65.1999969482422,1,0,0,0,0,0,0,0,1,8597.7119140625,475.603454589844,2079.02514648438,369.663360595703,7383.11083984375,241.182800292969,2088.8203125,338.106719970703,4,0,0,0,0,0,0,5208.98486328125,8.55813980102539,2.01486682891846,14.2455625534058,Rosemont-La-Petite-Patrie,NA,,3043,"c(299738.5, 5045410)"
1507,Orléans,Rachel,OrlÚans,Rachel,29/06/2004,0,1841.90881347656,12741.9033203125,1140.24841308594,975.933166503906,10625.7216796875,267840.53125,146741.21875,5614686,0,7.51855802536011,9.45265102386475,7.03900098800659,6.88339376449585,9.27103328704834,12.4981470108032,11.8964262008667,15.5408964157104,65.6999969482422,4,16.3999996185303,58.0999984741211,0,0,0,0,0,0,1,1,1,3196.67895507812,1302.62829589844,5551.86474609375,235.460510253906,0,170.89875793457,3993.35913085938,132.921249389648,2,0,0,0,0,0,0,5782.5771484375,8.66260433197021,1.27419030666351,18.4190883636475,Rosemont-La-Petite-Patrie,NA,,3050,"c(300416.6875, 5045887)"
862,Masson,Pie-IX,Masson,Pie-IX,16/12/2008,0,0,33869.2109375,707.44482421875,1342.98547363281,31818.78125,0,0,0,1,0,10.4302616119385,6.56165981292725,7.20265007019043,10.3678121566772,0,0,0,64,3,21.2999992370605,57.7000007629395,1,0,1,1,1,1,1,1,0.5,18864.421875,0,0,0,13789.3759765625,0,1215.41345214844,0,6,0,0,0,0,0,1,6351.044921875,8.75637435913086,3.38692116737366,0,Rosemont-La-Petite-Patrie,NA,,3052,"c(299454.8125, 5046571.5)"
1493,Davidson,Rachel/Saint-Michel,Davidson,Rachel/Saint-Michel,,0,739.631408691406,17770.80078125,2798.18994140625,3509.20556640625,11463.404296875,562096.8125,622956.4375,3913990.75,2,6.60615205764771,9.78531169891357,7.93672800064087,8.16314506530762,9.34691524505615,13.239429473877,13.3422317504883,15.1800680160522,79,4,19.7999992370605,69,1,1,1,1,1,1,1,1,0,5561.97607421875,170.85710144043,4837.19921875,191.090179443359,2660.57421875,290.007446289062,4711.05126953125,87.6766662597656,4,1,1,2,0,0,1,5091.01318359375,8.53523254394531,1.77708005905151,7.39631414413452,Rosemont-La-Petite-Patrie,NA,,3053,"c(300143, 5045235.5)"
870,Saint-Joseph,Saint-Michel,Saint-Joseph,Saint-Michel,13/07/2004,0,1856.44091796875,38718.40234375,5017.04833984375,4231.1767578125,29470.17578125,2189919,2000321.625,27117508,1,7.52641582489014,10.5640697479248,8.52059745788574,8.35023498535156,10.2911338806152,14.5993747711182,14.5088186264038,17.1156902313232,92.5,4,23.1000003814697,80.9000015258789,1,1,0,1,1,0,0,0,0.5,11770.986328125,375.368255615234,7283.546875,481.450592041016,9225.4462890625,485.530700683594,10438.421875,514.09130859375,6,1,1,0,0,0,0,5294.8779296875,8.57449531555176,3.87184023857117,18.5644092559814,Rosemont-La-Petite-Patrie,NA,,3058,"c(299470.96875, 5045514)"
953,Saint-Michel,William-Tremblay,Saint-Michel,William-Tremblay,14/07/2004,0,1254.50610351562,19046.12890625,1466.86376953125,1553.48962402344,16025.7763671875,413569.5,418879.21875,9484535,2,7.13449716567993,9.85461902618408,7.2908821105957,7.34825897216797,9.6819543838501,12.932580947876,12.9453382492065,16.0651721954346,78.4000015258789,4,19.6000003814697,64.6999969482422,1,0,0,0,0,0,0,0,1,9488.4140625,273.784698486328,970.209167480469,433.151947021484,6675.962890625,310.561767578125,1911.54296875,237.007659912109,4,0,0,0,0,0,0,5138.7177734375,8.54455852508545,1.9046128988266,12.5450611114502,Rosemont-La-Petite-Patrie,NA,,3065,"c(299966.4375, 5045312)"
855,Bourbonnière,Saint-Joseph,BourbonniÞre,Saint-Joseph,16/04/2004,0,1822.16174316406,23456.9453125,2947.015625,910.107788085938,19599.822265625,1452720.25,530505.375,20124592,0,7.50777912139893,10.0629215240479,7.98854780197144,6.81356287002563,9.88327598571777,14.1889476776123,13.1815853118896,16.8174533843994,80.5999984741211,4,20.2000007629395,67.4000015258789,1,0,0,0,0,0,1,1,1,5.41730785369873,263.031707763672,5395.63916015625,693.793762207031,9496.5419921875,278.279937744141,8559.34765625,587.056274414062,6,0,0,0,0,0,0,5895.77099609375,8.68199062347412,2.34569454193115,18.2216167449951,Rosemont-La-Petite-Patrie,NA,,3087,"c(299780.90625, 5046095.5)"
802,Dézéry,Sherbrooke,DÚzÚry,Sherbrooke,20/05/2009,0,1171.29125976562,29864.2421875,884.602111816406,1108.10034179688,27871.5390625,254395.28125,297923.03125,12898255,2,7.06586217880249,10.3044166564941,6.78513813018799,7.0104022026062,10.2353610992432,12.44664478302,12.6045904159546,16.3726024627686,63.2999992370605,4,15.8000001907349,54.5999984741211,0,0,0,0,0,1,1,1,1,3117.70581054688,368.598815917969,14891.7412109375,188.86882019043,0,357.936889648438,11854.794921875,255.886779785156,6,0,0,1,0,0,0,4794.05078125,8.47513103485107,2.98642420768738,11.7129125595093,Rosemont-La-Petite-Patrie,NA,,3123,"c(300340.65625, 5044891.5)"
1022,Iberville,Masson,Iberville,Masson,10/12/2007,0,1979.97570800781,34363.62109375,3872.583984375,3583.25317382812,26907.783203125,1836531.5,1838922,29290214,8,7.59083986282349,10.4447536468506,8.26167678833008,8.18402576446533,10.2001714706421,14.4233894348145,14.424690246582,17.1927642822266,114.099998474121,4,28.5,88,1,0,0,0,0,0,0,0,0,12972.9091796875,571.923889160156,5489.8701171875,348.127593994141,12080.1875,578.140441894531,3820.65283203125,481.783721923828,7,2,1,0,0,0,0,4605.43115234375,8.43499183654785,3.43636202812195,19.7997570037842,Rosemont-La-Petite-Patrie,NA,,3154,"c(298693.15625, 5044796)"
794,Dézéry,Rachel,DÚzÚry,Rachel,07/07/2004,0,3416.17944335938,20692.01953125,2402.42260742188,2523.69873046875,15765.8984375,1486749.875,3418762.5,16732042,1,8.13627815246582,9.93750286102295,7.78423309326172,7.83348083496094,9.66560459136963,14.2121028900146,15.04478931427,16.6328353881836,67,4,16.7999992370605,57.2999992370605,0,0,1,1,1,0,0,0,0,2517.923828125,2198.45043945312,11272.90625,351.425140380859,11.5501089096069,306.475433349609,6889.6396484375,559.828430175781,4,0,0,1,0,0,1,4861.32080078125,8.48906517028809,2.06920194625854,34.161792755127,Rosemont-La-Petite-Patrie,NA,,3169,"c(300050.09375, 5045018.5)"
801,Saint-Germain,Sherbrooke,Saint-Germain,Sherbrooke,21/05/2009,0,875.448486328125,28545.46484375,827.863159179688,558.109985351562,27159.4921875,146682.6875,83557.578125,8595493,2,6.77473592758179,10.2592525482178,6.71884822845459,6.32455587387085,10.2094821929932,11.8960266113281,11.333291053772,15.9667482376099,68,4,17,57.7999992370605,0,0,0,0,0,1,1,1,1,0,185.335922241211,14308.0791015625,131.091262817383,2098.49340820312,384.233001708984,12138.8916015625,174.788345336914,6,0,0,0,0,0,0,4872.4921875,8.49136066436768,2.85454654693604,8.75448513031006,Mercier-Hochelaga-Maisonneuve,NA,,3185,"c(300369.09375, 5044965.5)"
689,Fullum,Saint-Joseph,Fullum,Saint-Joseph,13/05/2008,0,862.169128417969,26805.208984375,4107.90087890625,2416.27661132812,20281.03125,725095.9375,549962.125,8708880,2,6.75945091247559,10.1963510513306,8.3206672668457,7.78998279571533,9.91744136810303,13.4940586090088,13.217604637146,15.9798536300659,75.9000015258789,4,19,65.9000015258789,1,1,0,1,1,0,1,1,0,1248.52502441406,275.645416259766,12159.8486328125,256.992736816406,3632.4921875,157.511672973633,9764.3427734375,172.019332885742,6,0,0,1,0,0,0,4219.86181640625,8.34755802154541,2.68052101135254,8.62169170379639,Plateau-Mont-Royal,NA,,3213,"c(298936.4375, 5044432.5)"
683,Bordeaux,Sherbrooke,Bordeaux,Sherbrooke,16/04/2009,0,2732.44921875,32339.80859375,559.686462402344,1123.24621582031,30656.875,249681.109375,577473.6875,24420168,0,7.91295385360718,10.38405418396,6.32737684249878,7.0239782333374,10.3306121826172,12.4279403686523,13.2664184570312,17.0109195709229,71.5,4,17.8999996185303,55.4000015258789,0,0,0,0,0,1,1,1,1,1704.23559570312,1210.27038574219,19842.724609375,435.372406005859,0,745.656494140625,10792.8466796875,341.150024414062,4,0,0,0,0,0,0,3180.337890625,8.06474304199219,3.23398089408875,27.3244915008545,Ville-Marie,NA,,3217,"c(299858.5, 5043345)"
681,Bordeaux,Rachel,Bordeaux,Rachel,31/03/2004,0,963.731567382812,23011.53125,234.214065551758,3699.517578125,19077.798828125,39377.22265625,629021.75,11771336,1,6.87081289291382,10.0437507629395,5.4562349319458,8.21595764160156,9.85628128051758,10.580943107605,13.351921081543,16.281177520752,56,4,14,43.5,0,0,1,1,1,0,0,0,0,10.6460943222046,217.125305175781,14452.072265625,365.684722900391,5.32304716110229,129.513336181641,8543.490234375,251.408248901367,3,0,0,0,0,0,1,3370.01489257812,8.12267208099365,2.3011531829834,9.63731575012207,Plateau-Mont-Royal,NA,,3219,"c(299492.40625, 5043585)"
678,Bordeaux,Marie-Anne,Bordeaux,Marie-Anne,31/03/2004,0,1337.03479003906,7415.00439453125,526.981628417969,1059.28625488281,5828.736328125,170587.328125,418367.78125,3659162,1,7.19820976257324,8.9112606048584,6.26716613769531,6.96535110473633,8.67055511474609,12.0470027923584,12.9441156387329,15.1127452850342,50.0999984741211,4,12.5,40.9000015258789,0,0,0,0,0,0,1,1,1,0,407.586090087891,4130.68408203125,361.87548828125,1777.89758300781,331.401763916016,1506.42224121094,236.171371459961,2,0,0,0,0,0,0,3507.47290039062,8.16265106201172,0.741500437259674,13.3703479766846,Plateau-Mont-Royal,NA,,3220,"c(299274.3125, 5043731.5)"
676,Bordeaux,Gilford,Bordeaux,Gilford,31/03/2004,0,1093.24487304688,5791.47509765625,532.3046875,622.796447753906,4636.37353515625,125106.828125,177927.46875,2073813,0,6.99690580368042,8.66414165496826,6.2772159576416,6.43421983718872,8.44168758392334,11.7369232177734,12.0891313552856,14.5448999404907,43.2000007629395,4,10.8000001907349,40.5999984741211,0,0,0,0,0,0,1,1,1,0,419.013732910156,2166.47998046875,171.41471862793,1974.85034179688,346.638641357422,1650.14453125,156.177841186523,2,0,0,0,0,0,0,3830.87890625,8.25084972381592,0.579147517681122,10.932448387146,Plateau-Mont-Royal,NA,,3222,"c(298830.09375, 5044032)"
687,Dorion,Sherbrooke,Dorion,Sherbrooke,16/04/2009,0,3117.46142578125,32279.7734375,728.173400878906,747.539733886719,30804.05859375,513286.875,807252.5625,24181136,0,8.04477405548096,10.3821964263916,6.59053897857666,6.61678695678711,10.3354015350342,13.1485900878906,13.6013917922974,17.0010833740234,67.5999984741211,4,16.8999996185303,51.4000015258789,0,0,0,0,0,1,1,1,1,0,1312.61535644531,20346.25,414.253601074219,1008.98498535156,1038.07080078125,10924.5380859375,352.521697998047,5,0,0,0,0,0,0,3107.3310546875,8.04151916503906,3.22797727584839,31.1746139526367,Plateau-Mont-Royal,NA,,3240,"c(299841.5, 5043274)"
1494,Érables,Rachel,?rables,Rachel,30/03/2004,0,3339.37670898438,14655.2080078125,608.883972167969,755.856018066406,13290.4677734375,277279.9375,696823.3125,32540674,0,8.11353874206543,9.59255123138428,6.41162776947021,6.6278510093689,9.49480247497559,12.5327825546265,13.4542865753174,17.2980003356934,53.2000007629395,4,13.3000001907349,44.0999984741211,0,0,1,1,1,0,1,1,1,0,334.698364257812,6918.18212890625,1844.64428710938,1223.01696777344,460.210235595703,6514.0087890625,699.823852539062,3,0,0,0,0,0,1,3513.28198242188,8.16430568695068,1.46552085876465,33.3937683105469,Plateau-Mont-Royal,NA,,3245,"c(299584.1875, 5043721)"
651,Frontenac,Sherbrooke,Frontenac,Sherbrooke,02/06/2009,0,1589.453125,39781.45703125,2803.29418945312,2009.32885742188,34968.83203125,1336239.875,1078711,25804266,7,7.37114477157593,10.5911560058594,7.93854999542236,7.60555601119995,10.4622116088867,14.1053695678711,13.8912773132324,17.0660495758057,80.8000030517578,4,20.2000007629395,64.1999969482422,0,0,0,0,0,1,1,1,0,0,627.371459960938,12701.6357421875,457.493377685547,11746.70703125,294.343170166016,15333.1142578125,210.2451171875,6,0,0,1,0,0,0,3927.94409179688,8.27587127685547,3.97814559936523,15.89453125,Ville-Marie,NA,,3251,"c(300035.28125, 5044072)"
649,Frontenac,Rachel,Frontenac,Rachel,12/06/2006,0,629.83837890625,24528.091796875,1171.91650390625,1544.03015136719,21812.14453125,140368.203125,240142.25,6609033.5,2,6.44546318054199,10.1075744628906,7.06639623641968,7.34215116500854,9.99022197723389,11.8520240783691,12.3889865875244,15.7039480209351,70.8000030517578,4,17.7000007629395,54.0999984741211,0,1,0,1,1,1,0,1,1,0,167.099975585938,7908.6240234375,151.675369262695,11054.6767578125,223.656890869141,5564.791015625,87.4061431884766,7,0,0,0,0,0,0,3992.35302734375,8.29213619232178,2.45280909538269,6.29838371276855,Plateau-Mont-Royal,NA,,3252,"c(299878.78125, 5044166)"
646,Frontenac,Hogan/Marie-Anne,Frontenac,Hogan/Marie-Anne,17/06/2008,0,155.916717529297,12773.490234375,838.571899414062,845.371154785156,11089.546875,28664.6484375,30977.150390625,410934.4375,1,5.0493221282959,9.45512676239014,6.73169994354248,6.73977613449097,9.31375789642334,10.2634201049805,10.3410053253174,12.9261894226074,75.9000015258789,4,19,51.7000007629395,0,0,0,0,0,1,1,1,0.5,0,20.6360359191895,1470.900390625,84.8370361328125,10509.345703125,4.58578586578369,793.243713378906,45.8578567504883,3,0,0,4,0,0,0,4097.59619140625,8.31815624237061,1.27734899520874,1.55916714668274,Plateau-Mont-Royal,NA,,3253,"c(299656.84375, 5044301)"
667,Iberville,Mont-Royal,Iberville,Mont-Royal,12/12/2007,0,439.068786621094,13462.1328125,477.581817626953,1562.78002929688,11421.7705078125,32385.3125,169550.140625,2801898.25,2,6.08465576171875,9.50763607025146,6.16873502731323,7.3542218208313,9.34327697753906,10.3854598999023,12.040904045105,14.8458080291748,70.8000030517578,4,17.7000007629395,53.9000015258789,0,1,0,1,1,1,0,1,1,9492.529296875,181.780075073242,2004.89794921875,39.1526298522949,0,89.4917297363281,1964.70532226562,128.64436340332,7,0,0,0,0,0,0,4129.68212890625,8.32595539093018,1.34621334075928,4.39068794250488,Plateau-Mont-Royal,NA,,3254,"c(299430.8125, 5044349.5)"
658,Fullum,Sherbrooke,Fullum,Sherbrooke,21/01/2009,0,3006.69580078125,33884.6015625,1809.13464355469,1868.65966796875,30206.80859375,1299949.75,1415084.375,44575536,0,8.0085973739624,10.4307155609131,7.50060415267944,7.53297710418701,10.3158226013184,14.0778360366821,14.1626996994019,17.6126956939697,83.5999984741211,4,20.8999996185303,62.4000015258789,0,0,0,0,0,0,0,0,0.5,2270.45336914062,756.864440917969,13541.9365234375,822.924926757812,3915.89428710938,785.176025390625,14156.3193359375,641.730407714844,6,0,0,0,0,0,0,3596.2119140625,8.18763637542725,3.38846015930176,30.0669574737549,Plateau-Mont-Royal,NA,,3255,"c(299949, 5043751)"
656,Fullum,Rachel,Fullum,Rachel,30/03/2004,0,2152.71899414062,23310.80859375,1453.97302246094,1600.94494628906,20255.890625,746393.9375,831839.8125,20281184,2,7.67448711395264,10.0566720962524,7.28205490112305,7.37834882736206,9.91620063781738,13.5230093002319,13.6313953399658,16.8252048492432,52.5999984741211,4,13.1999998092651,52.2000007629395,0,1,0,1,1,0,0,0,1,3390.85400390625,939.437438964844,8928.548828125,327.091583251953,4928.81103515625,353.715301513672,6062.59521484375,532.474670410156,2,0,0,0,0,0,0,3718.82788085938,8.22116374969482,2.3310809135437,21.5271892547607,Plateau-Mont-Royal,NA,,3256,"c(299712.6875, 5043913.5)"
654,Fullum,Mont-Royal,Fullum,Mont-Royal,26/03/2004,0,3063.53784179688,15979.2880859375,1578.53393554688,2149.60766601562,12251.1474609375,1282391.25,1617805.375,18711854,1,8.02732563018799,9.67904853820801,7.3642520904541,7.67304086685181,9.41337490081787,14.0642366409302,14.2965812683105,16.7446670532227,55.2000007629395,4,13.8000001907349,48.2000007629395,0,0,0,0,0,0,0,0,1,4153.7529296875,826.606750488281,3270.205078125,767.84326171875,4455.4521484375,622.893249511719,4099.8779296875,846.194580078125,2,0,0,2,0,0,0,3956.29711914062,8.2830638885498,1.59792876243591,30.6353778839111,Plateau-Mont-Royal,NA,,3260,"c(299316.6875, 5044179.5)"
688,Fullum,Gilford,Fullum,Gilford,26/03/2004,0,399.591888427734,8517.6181640625,824.28564453125,1142.14733886719,6551.18505859375,108315.2109375,99197.484375,1232539.25,0,5.99044418334961,9.04989242553711,6.71451711654663,7.04066514968872,8.78740119934082,11.5928010940552,11.5048675537109,14.0245866775513,58.9000015258789,4,14.6999998092651,46.4000015258789,0,0,0,0,0,0,0,0,1,3582.67919921875,125.362167358398,64.6498489379883,70.5162200927734,3803.56640625,62.6810836791992,1066.72253417969,141.032440185547,3,0,0,1,0,0,0,4136.9228515625,8.32770729064941,0.851761817932129,3.99591898918152,Plateau-Mont-Royal,NA,,3261,"c(299047.5, 5044356)"
691,Gauthier,Papineau,Gauthier,Papineau,17/03/2004,0,1622.72595214844,28483.623046875,1900.32775878906,0,26583.294921875,861412.25,0,20049778,3,7.3918628692627,10.2570848464966,7.54978179931641,0,10.1880378723145,13.6663284301758,0,16.8137283325195,46.7999992370605,3,15.6000003814697,45.0999984741211,0,0,0,0,1,1,1,1,0.5,26583.294921875,300.928039550781,1900.32775878906,693.277282714844,0,453.296691894531,0,175.223922729492,4,0,0,0,0,0,0,3086.712890625,8.03486156463623,2.84836220741272,16.227258682251,Plateau-Mont-Royal,NA,,3264,"c(299536.125, 5043297)"
690,Gauthier,Lorimier,Gauthier,Lorimier,30/03/2004,0,1521.35620117188,22838.3984375,2283.31494140625,687.619018554688,19867.46484375,1128964,67997.3671875,12661106,1,7.32735681533813,10.0361986160278,7.73338413238525,6.5332350730896,9.8968391418457,13.9368114471436,11.1272239685059,16.3540458679199,55.7000007629395,4,13.8999996185303,53.4000015258789,0,1,1,1,1,0,1,1,1,0,98.8881530761719,1910.63598632812,406.962768554688,20927.763671875,521.064514160156,0,494.440765380859,4,0,0,0,0,0,1,3350.59790039062,8.11689376831055,2.28383994102478,15.2135620117188,Plateau-Mont-Royal,NA,,3265,"c(299702.09375, 5043543.5)"
692,Gilford,Lorimier,Gilford,Lorimier,14/04/2004,0,1794.00415039062,26216.59765625,701.178894042969,1766.32849121094,23749.08984375,273450.9375,808766.375,18618848,0,7.49220514297485,10.174147605896,6.55276298522949,7.47665786743164,10.0752992630005,12.5188770294189,13.6032648086548,16.7396850585938,59.5999984741211,4,14.8999996185303,48.5,0,0,0,0,0,0,0,0,1,7150.9541015625,400.314971923828,1841.263671875,644.951904296875,15286.7705078125,352.12890625,1937.60888671875,396.608367919922,4,0,0,0,0,0,0,3892.02807617188,8.26668548583984,2.62165975570679,17.9400405883789,Plateau-Mont-Royal,NA,,3268,"c(298874.09375, 5044098)"
671,Iberville,Sherbrooke,Iberville,Sherbrooke,02/06/2009,0,1676.9150390625,39756.13671875,2656.79931640625,2159.44067382812,34939.89453125,843771.5625,1156819.25,26026100,2,7.42471122741699,10.590518951416,7.88487720489502,7.67760515213013,10.4613847732544,13.6456365585327,13.9611854553223,17.0746097564697,81.1999969482422,4,20.2999992370605,62.5999984741211,0,1,0,1,0,1,1,1,0,12267.5771484375,539.909484863281,12625.6748046875,79.0521697998047,0,507.952209472656,14862.884765625,550.001220703125,6,0,0,2,0,0,0,3854.65893554688,8.25703811645508,3.9756135940551802,16.7691497802734,Plateau-Mont-Royal,NA,,3274,"c(300009.28125, 5044002.5)"
669,Iberville,Rachel,Iberville,Rachel,12/06/2006,0,1149.13366699219,27732.134765625,3950.68774414062,1150.16955566406,22631.279296875,716886.0625,278332.4375,13082377,3,7.04676389694214,10.2303466796875,8.28164482116699,7.04766511917114,10.0270881652832,13.4826717376709,12.5365724563599,16.3867778778076,70.8000030517578,4,17.7000007629395,53.5999984741211,0,1,0,1,1,1,0,1,1,12828.2568359375,388.186096191406,8353.2275390625,316.204559326172,0,107.972290039062,6550.65087890625,336.770721435547,7,0,0,0,0,0,0,3925.77587890625,8.27531909942627,2.77321338653564,11.4913368225098,Plateau-Mont-Royal,NA,,3275,"c(299841.1875, 5044104.5)"
666,Iberville,Marie-Anne,Iberville,Marie-Anne,26/03/2004,0,184.125671386719,18446.7578125,1136.75988769531,1540.82153320312,15769.1767578125,26677.791015625,65976.8828125,1138175,1,5.21561908721924,9.82264423370361,7.03593683242798,7.34007120132446,9.66581153869629,10.1915874481201,11.0970602035522,13.9449367523193,60.5999984741211,4,15.1999998092651,52,0,0,0,0,0,1,1,1,0,14610.8662109375,58.7635154724121,2381.26953125,39.1756744384766,5.38748788833618,3.91756796836853,1449.23413085938,82.2689208984375,3,0,0,4,0,0,0,4031.9599609375,8.3020076751709,1.84467577934265,1.84125673770905,Plateau-Mont-Royal,NA,,3276,"c(299615.6875, 5044239)"
703,Lorimier,Sherbrooke,Lorimier,Sherbrooke,22/04/2009,0,1927.87255859375,53474.7421875,7486.1904296875,6397.18310546875,39591.37109375,2934250.75,2421114,37138016,3,7.56417179107666,10.8869647979736,8.92081546783447,8.76361274719238,10.5863656997681,14.8919630050659,14.6997375488281,17.4301528930664,96.8000030517578,4,24.2000007629395,69.8000030517578,0,1,0,1,0,1,1,1,0.5,0,431.882873535156,13527.5400390625,374.407958984375,29723.83203125,735.678771972656,10223.37109375,385.902923583984,6,1,1,0,0,0,0,3266.22509765625,8.09139060974121,5.34747409820557,19.2787246704102,Ville-Marie,NA,,3281,"c(299876.28125, 5043429)"
697,Lorimier,Marie-Anne,Lorimier,Marie-Anne,31/03/2004,0,1999.83825683594,26082.9296875,319.3828125,2831.86083984375,22931.685546875,151101.46875,1182776.625,23918804,3,7.60082197189331,10.1690359115601,5.76638984680176,7.94868898391724,10.0402746200562,11.9257068634033,13.9833745956421,16.9901752471924,59.2000007629395,4,14.8000001907349,48.2999992370605,0,0,0,0,0,0,0,0,1,6126.82666015625,358.066284179688,2885.09130859375,586.619262695312,15522.0048828125,704.704895019531,1549.00659179688,350.447845458984,4,0,0,0,0,0,0,3576.77392578125,8.18221664428711,2.60829305648804,19.9983825683594,Plateau-Mont-Royal,NA,,3282,"c(299319.96875, 5043800)"
699,Lorimier,Mont-Royal,Lorimier,Mont-Royal,31/03/2004,0,7949.83349609375,31294.19140625,47.9074211120605,3247.05859375,27999.2265625,65128.546875,4465239,133057240,1,8.98090553283691,10.3511877059937,3.86927008628845,8.08550453186035,10.2399320602417,11.0841178894043,15.3118333816528,18.7062892913818,59.7000007629395,4,14.8999996185303,49.2000007629395,0,0,0,0,0,0,0,0,0.5,6829.46923828125,3272.11645507812,5030.279296875,1150.38317871094,15319.728515625,2670.26025390625,4114.71533203125,857.073547363281,4,0,0,0,0,0,0,3696.94409179688,8.21526145935059,3.12941908836365,79.4983367919922,Plateau-Mont-Royal,NA,,3283,"c(299141.625, 5043919.5)"
680,Bordeaux,Mont-Royal,Bordeaux,Mont-Royal,31/03/2004,0,7119.42431640625,12924.357421875,1240.26989746094,963.471496582031,10720.6162109375,2596524.25,1603597.875,51748060,4,8.87058162689209,9.46686935424805,7.12308406829834,6.87054300308228,9.2799243927002,14.7696838378906,14.2877597808838,17.7618961334229,50.0999984741211,4,12.5,42.0999984741211,0,0,0,0,0,0,1,1,1,0,1180.85693359375,6153.44189453125,2548.36547851562,2320.84838867188,742.797058105469,4450.06689453125,2647.40502929688,2,0,0,0,0,0,0,3631.41796875,8.19737815856934,1.29243576526642,71.1942443847656,Plateau-Mont-Royal,NA,,3293,"c(299097.96875, 5043852.5)"
